reaction	clustering_coef
NTPTP2	0.09500071214926649
NTRIR2x	0.0545758281085086
NTRIR3pp	0.027431662320100456
NTRIR4pp	0.027014925373134328
O16A4COLIPAabctex	0.08620394173093401
O16A4Lpp	0.02110499372162658
O16AP1pp	0.021216407355021217
O16AP2pp	0.030764029749830966
O16AP3pp	0.030715734569689946
O16AT	0.021505376344086023
O16AUNDtpp	0.3333333333333333
O16GALFT	0.03463892898024187
O16GLCT1	0.02784251810640804
O16GLCT2	0.02784251810640804
O2Stex	0
O2tex	0.4
O2tpp	0.3157894736842105
OAADC	0.030782095257598254
OBTFL	0.0663265306122449
OCBT	0.06661134737060471
OCDCAtexi	0
OCDCEAtexi	0
OCTAtex	0
OCTDPS	0.5238095238095238
OCTNLL	0.027677732943932467
OGMEACPD	0.057049891540130154
OGMEACPR	0.024970529089522225
OGMEACPS	0.024458032240133407
OHPBAT	0.059743954480796585
OHPHM	0.035534763350420544
OMBZLM	0.03550987906236003
OMCDC	0.02131879202905443
OMMBLHX	0.3
OMMBLHX3	0.10933384477688275
OMPDC	0.02129393785022924
OMPHHX	0.3
OMPHHX3	0.1093210586881473
OP4ENH	0.09180666077217801
OPHBDC	0.02122718569395893
OPHHX	0.4
OPHHX3	0.11079145889272471
OPMEACPD	0.057059322833160425
OPMEACPR	0.024970529089522225
OPMEACPS	0.02640659396918036
ORNDC	0.02130096439299454
ORNabcpp	0.0893183360300642
ORNtex	0
OROTt2_2pp	0.012740073052904442
OROTtex	0
ORPT	0.12586155229247828
OXAMTC	0.0453085600530856
OXCDC	0.021276520795685518
OXCOAHDH	0.09861094657031158
OXDHCOAT	0.08244897959183674
P5CD	0.12353916286779942
P5CR	0.02140366612088535
PA120abcpp	0.0927913615169011
PA140abcpp	0.0927913615169011
PA141abcpp	0.0927913615169011
PA160abcpp	0.0927913615169011
PA161abcpp	0.0927913615169011
PA180abcpp	0.0927913615169011
PA181abcpp	0.0927913615169011
PACALDt2rpp	0.016653310992933636
PACALDtex	0
PACCOAE	0.05145431145431145
PACCOAL	0.09586466165413533
PANTS	0.056499585258916935
PAPA120	0.07805739514348786
PAPA120pp	0.13333333333333333
PAPA140	0.07805739514348786
PAPA140pp	0.13333333333333333
PAPA141	0.07805739514348786
PAPA141pp	0.13333333333333333
PAPA160	0.07805739514348786
PAPA160pp	0.13333333333333333
PAPA161	0.07805739514348786
PAPA161pp	0.13333333333333333
PAPA180	0.07805739514348786
PAPA180pp	0.13333333333333333
PAPA181	0.07805739514348786
PAPA181pp	0.13333333333333333
PAPPT3	0
PAPSR	0.028417818740399385
PAPSR2	0.028266395526182004
PDE1	0.08100255908475086
PDE4	0.08016406238043496
PDH	0.18142286854861706
PDX5PO2	0.06953430501244223
PDX5POi	0.3142857142857143
PDX5PS	0.34497260938908536
PDXPP	0.06920007255577726
PE120abcpp	0.08582857892320808
PE140abcpp	0.08582857892320808
PE141abcpp	0.08582857892320808
PE160abcpp	0.09457382363958099
PE161abcpp	0.09457382363958099
PE180abcpp	0.08582857892320808
PE181abcpp	0.09000623150023368
PEAMNOpp	0.08333333333333333
PEAMNtex	0
PERD	0.05662630052873956
PETNT161pp	0
PETNT181pp	0
PFK	0.053389830508474574
PFK_2	0.04153694094390907
PFK_3	0.03466765505312577
PFL	0.04194139194139194
PG120abcpp	0.08687749909123955
PG140abcpp	0.08687749909123955
PG141abcpp	0.08687749909123955
PG160abcpp	0.0910235815716764
PG161abcpp	0.09148680590537452
PG180abcpp	0.08687749909123955
PG181abcpp	0.09148680590537452
PGAMT	0
PGCD	0.05606368563685637
PGI	0.030303030303030304
PGK	0.4166666666666667
PGL	0.08397968605724838
PGLYCP	0.06445916114790287
PGM	0
PGMT	0.15555555555555556
PGP120abcpp	0.08986882868630941
PGP140abcpp	0.08986882868630941
PGP141abcpp	0.08986882868630941
PGP160abcpp	0.08986882868630941
PGP161abcpp	0.08986882868630941
PGP180abcpp	0.08986882868630941
PGP181abcpp	0.08986882868630941
PGPP120	0.07920878354827467
PGPP120pp	0.20588235294117646
PGPP140	0.07920878354827467
PGPP140pp	0.20588235294117646
PGPP141	0.07920878354827467
PGPP141pp	0.20588235294117646
PGPP160	0.09098727210182318
PGPP160pp	0.1695906432748538
PGPP161	0.0932009167303285
PGPP161pp	0.1895424836601307
PGPP180	0.07920878354827467
PGPP180pp	0.20588235294117646
PGPP181	0.0932009167303285
PGPP181pp	0.1895424836601307
PGSA120	0.11495265857681965
PGSA140	0.11495265857681965
PGSA141	0.11495265857681965
PGSA160	0.11495265857681965
PGSA161	0.11495265857681965
PGSA180	0.11495265857681965
PGSA181	0.11495265857681965
PHEMEabcpp	0.08986882868630941
PHEMEtiex	0
PHETA1	0.11578947368421053
PHETRS	0.2948717948717949
PHEt2rpp	0.020597307503819655
PHEtex	0
PHYTSpp	0.0380952380952381
PIt2rpp	0.02305988080007489
PItex	0
PIuabcpp	0.06992558378239672
PLIPA1A120pp	0.1523809523809524
PLIPA1A140pp	0.1523809523809524
PLIPA1A141pp	0.1523809523809524
PLIPA1A160pp	0.1523809523809524
PLIPA1A161pp	0.1523809523809524
PLIPA1A180pp	0.1523809523809524
PLIPA1A181pp	0.1523809523809524
PLIPA1E120pp	0.001941747572815534
PLIPA1E140pp	0.001941747572815534
PLIPA1E141pp	0.001941747572815534
PLIPA1E160pp	0.001941747572815534
PLIPA1E161pp	0.001941747572815534
PLIPA1E180pp	0.001941747572815534
PLIPA1E181pp	0.001941747572815534
PLIPA1G120pp	0.011937941285767372
PLIPA1G140pp	0.011937941285767372
PLIPA1G141pp	0.011937941285767372
PLIPA1G160pp	0.011937941285767372
PLIPA1G161pp	0.011937941285767372
PLIPA1G180pp	0.011937941285767372
PLIPA1G181pp	0.011937941285767372
PLIPA2A120pp	0.02105904976314432
PLIPA2A140pp	0.02105904976314432
PLIPA2A141pp	0.02105904976314432
PLIPA2A160pp	0.02105904976314432
PLIPA2A161pp	0.02105904976314432
PLIPA2A180pp	0.02105904976314432
PLIPA2A181pp	0.02105904976314432
PLIPA2E120pp	0.011603125739995264
PLIPA2E140pp	0.011603125739995264
PLIPA2E141pp	0.011603125739995264
PLIPA2E160pp	0.011603125739995264
PLIPA2E161pp	0.011603125739995264
PLIPA2E180pp	0.011603125739995264
PLIPA2E181pp	0.011603125739995264
PLIPA2G120pp	0.021413972500929024
PLIPA2G140pp	0.021413972500929024
PLIPA2G141pp	0.021413972500929024
PLIPA2G160pp	0.021413972500929024
PLIPA2G161pp	0.021413972500929024
PLIPA2G180pp	0.021413972500929024
PLIPA2G181pp	0.021413972500929024
PMANM	0
PMDPHT	0.06656992563032832
PMEACPE	0.06086956521739131
PMPK	0.5454545454545454
PNTK	0.04811679548521654
PNTOt4pp	0
PNTOtex	0
POAACR	0.057749724151359774
POR5	0.14980944004690708
POX	0.1295582948125321
PPA	0.15694520028364584
PPA2	0.09404196461193173
PPAKr	0.08825831702544032
PPALtex	0
PPALtpp	0
PPAt4pp	0
PPAtex	0
PPBNGS	0.3426681163819103
PPC	0.105626898730347
PPCDC	0.023925518086803977
PPCK	0.06039488966318235
PPCSCT	0.08695652173913043
PPGPPDP	0.09366391184573003
PPK2r	0.16189007799746055
PPKr	0.07816471784443314
PPM	0.1388888888888889
PPM2	0
PPNCL2	0.05667581434196397
PPND	0.2020460358056266
PPNDH	0.049189734895925104
PPPGO	0.062235817575083424
PPPGO3	0.031578947368421054
PPPNDO	0.027454402354309963
PPPNt2rpp	0.012740073052904442
PPPNtex	0
PPS	0.10146555838370983
PPTHpp	0.0380952380952381
PPTtex	0
PRAGSr	0.07076101468624833
PRAIS	0.0664372900794626
PRAIi	0
PRAMPC	0.07616191904047977
PRASCSi	0.07545185802432394
PRATPP	0.08567190385372203
PRFGS	0.12672833261068556
PRMICI	0
PROD2	0.11021336862390008
PROGLYabcpp	0.0876936259969679
PROGLYtex	0
PROTRS	0.2426470588235294
PROabcpp	0.09862647349015942
PROt2rpp	0.024575513851653262
PROt4pp	0
PROtex	0
PRPPS	0.06035437430786268
PSCLYSt2pp	0.012671207793159013
PSCLYStex	0
PSCVT	0.1423076923076923
PSD120	0.021329575315758242
PSD140	0.021329575315758242
PSD141	0.021329575315758242
PSD160	0.021329575315758242
PSD161	0.021329575315758242
PSD180	0.021329575315758242
PSD181	0.021329575315758242
PSERT	0.04054054054054054
PSERtex	0
PSP_L	0.10242406105042645
PSP_Lpp	0.03333333333333333
PSSA120	0.03685437369647896
PSSA140	0.03685437369647896
PSSA141	0.03685437369647896
PSSA160	0.03685437369647896
PSSA161	0.03685437369647896
PSSA180	0.03685437369647896
PSSA181	0.03685437369647896
PTA2	0.04980453302600953
PTAr	0.04118185982592762
PTHRpp	0.029411764705882353
PTPATi	0.02739335537316494
PTRCORNt7pp	0.14285714285714285
PTRCTA	0.14333333333333334
PTRCabcpp	0.09761385470218621
PTRCt2pp	0.02461875522499928
PTRCtex	0
PUNP1	0.04950878007271602
PUNP2	0.049992151938471195
PUNP3	0.04953456589567056
PUNP4	0.049762356180037916
PUNP5	0.04946236559139785
PUNP6	0.04994416019530946
PUNP7	0.044671843752434874
PYAM5PO	0.12279365079365079
PYDAMK	0.03636363636363636
PYDAMtex	0
PYDAMtpp	0
PYDXK	0.048490965013456365
PYDXNK	0.0420311395921152
PYDXNtex	0
PYDXNtpp	0
PYDXPP	0.08069013593586616
PYDXtex	0
PYDXtpp	0
PYK	0.061303478054718696
PYNP2r	0.05440348182283666
PYROX	0.031148407022106632
PYRt2rpp	0.025696969696969697
PYRtex	0
QMO2	0.03436426116838488
QMO3	0.03411730545876887
QUIN2tex	0
QUIN2tpp	0
QUINDH	0.05009624521819644
QULNS	0.1159986386770416
R15BPK	0.20915032679738563
R1PK	0.034361783929257976
R5PP	0.11395056556346879
R5PPpp	0.0380952380952381
R5Ptex	0
RBFK	0.07330867438253191
RBFSa	0.11830400782013685
RBFSb	0.5333333333333333
RBK	0.05131142175884801
RBK_L1	0.03464294539164813
RBP4E	0
REPHACCOAI	1.0
RFAMPtex	0
RFAMPtpp	0.012671207793159013
RHAT1	0.034341637010676156
RHCCE	0.1
RIBabcpp	0.08946160403960915
RIBtex	0
RMI	0
RMK	0.03466765505312577
RMNtex	0
RMNtpp	0.012671207793159013
RMPA	0.2
RNDR1	0.05067000178667143
RNDR1b	0.0484247513548925
RNDR2	0.053828049286999864
RNDR2b	0.05109603581152799
RNDR3	0.05414542073978083
RNDR3b	0.05139401451765877
RNDR4	0.05314850001338079
RNDR4b	0.050436659797860856
RNTR1c2	0.05150830476380544
RNTR2c2	0.04923497449914997
RNTR3c2	0.04920640211816584
RNTR4c2	0.049230212435652614
RPE	0
RPI	0.022222222222222223
RZ5PP	0.07158836689038031
S2FE2SR	0.09452423109712112
S2FE2SS	0.15862661135643874
S2FE2SS2	0.16219755826859045
S2FE2ST	0.021329575315758242
S4FE4SR	0.028826609177702495
S4FE4ST	0.03163070600322912
S7PI	0
SADH	0.14159641871776138
SADT2	0.11709224752703014
SARCOX	0.0996590611067401
SBTPD	0.056365588831881634
SBTptspp	0.20512820512820512
SBTtex	0
SCYSDS	0.1523809523809524
SDPDS	0.05625806451612903
SDPTA	0.1111111111111111
SELCYSS	0.04393163839417911
SELGTHR	0.05358612858967687
SELGTHR2	0.02583581425589433
SELGTHR3	0.20499108734402852
SELNPS	0.09916955575264048
SELR	0.06686827057742571
SELtex	0
SELtpp	0.012993481286164213
SEPHCHCS	0.021069614004671434
SERASr	0.02490465293668955
SERAT	0.03453453453453453
SERD_D	0.40441176470588236
SERD_L	0.3523809523809524
SERTRS	0.19852941176470587
SERTRS2	0.1895424836601307
SERt2rpp	0.04976503193155802
SERt4pp	0.09
SERtex	0
SFGTHi	0.09863614940497231
SGDS	0.11117770452502247
SGSAD	0.09859888923631274
SHCHCS3	0.2909090909090909
SHCHD2	0.0632050875953315
SHCHF	0.16412038554848862
SHK3Dr	0.02242222616204491
SHKK	0.04170990857425253
SHSL1	0.04004394782364767
SKMt2pp	0.016743572841133817
SKMtex	0
SLNTtex	0
SLNTtpp	0.012740073052904442
SO2tex	0
SO2tpp	0
SO3tex	0
SO4t2pp	0.02125902095469959
SO4tex	0
SOTA	0.14761904761904762
SPMDAT1	0.11957265843792138
SPMDAT2	0.11957265843792138
SPMDabcpp	0.10426111778458041
SPMDt3pp	0.021184526844904204
SPMDtex	0
SPMS	0.06806523422377081
SPODM	0.05369184805804524
SPODMpp	0.04774980930587338
SSALx	0.09659574468085107
SSALy	0.09822789096450138
SUCASPtpp	0.07130124777183601
SUCBZL	0.10526315789473684
SUCBZS	0.051655191926813164
SUCCt2_2pp	0.01743658471890662
SUCCt2_3pp	0.01743658471890662
SUCCt3pp	0.04559671453437772
SUCCtex	0
SUCDi	0.16666666666666666
SUCFUMtpp	0
SUCMALtpp	0.0036231884057971015
SUCOAS	0.12141414141414142
SUCRtex	0
SUCTARTtpp	0.032679738562091505
SUCptspp	0.19230769230769232
SULFACabcpp	0.0866350409455914
SULFACtex	0
SULRi	0.04887881792003021
SULabcpp	0.09742157732658281
T2DECAI	0
TAGURr	0.05033358042994811
TALA	0.08333333333333333
TARTD	0.05410785888009315
TARTRDtex	0
TARTRt7pp	0.032679738562091505
TARTRtex	0
TARTt2_3pp	0.012920237310481213
TAUDO	0.0682053494391717
TAURabcpp	0.08986882868630941
TAURtex	0
TCYNTtex	0
TDP	0.08251328808022386
TDPADGAT	0.11385322058670007
TDPAGTA	0.06006006006006006
TDPDRE	0
TDPDRR	0.021386284550217096
TDPGDH	0.05411724934501507
TDSK	0.048381517173214726
TDSR1	0
TDSR2	0
TGBPA	0.3333333333333333
THD2pp	0.18409765753876609
THDPS	0.1076995748700992
THFAT	0.08016094088517486
THIORDXi	0.0566302971624339
THMDt2pp	0.016607251543344057
THMDt2rpp	0.016607251543344057
THMDtex	0
THMabcpp	0.08992156087271769
THMtex	0
THRA2i	0.2
THRAi	0.18681318681318682
THRD	0.06341311034217609
THRD_L	0.34615384615384615
THRPtex	0
THRS	0.09487179487179487
THRTRS	0.23333333333333334
THRabcpp	0.10027224384907005
THRt2pp	0.022476306408138424
THRt2rpp	0.029318810316609288
THRt4pp	0.0641025641025641
THRtex	0
THYMt3pp	0.012784258277365382
THYMtex	0
THZPSN3	0.05426577311712212
TKT1	0.0761904761904762
TKT2	0.18181818181818182
TMAOR1	0.05700592496289617
TMAOR1pp	0.010566663213508755
TMAOR2	0.057454354023355886
TMAOR2pp	0.00807155322862129
TMAOtex	0
TMAtex	0
TMDK1	0.048926683073024536
TMDPP	0.044760110919269604
TMDS	0.3333333333333333
TMK	0.041833456881640724
TMPK	0.6060606060606061
TMPPP	0.023969773756286967
TPI	0.11538461538461539
TPRDCOAS	0.47619047619047616
TRDR	0.02843393231966416
TRE6PH	0.08399945806801247
TRE6PP	0.0776158940397351
TRE6PS	0.030998687507457344
TREH	0.07880631609445168
TREHpp	0.13333333333333333
TREptspp	0.18681318681318682
TREtex	0
TRPAS2	0.15032295948326482
TRPS1	0.05988278185426185
TRPS2	0.051165561927459594
TRPS3	0.2
TRPTRS	0.2833333333333333
TRPt2rpp	0.021116203983971866
TRPtex	0
TRSARr	0.026355952503165313
TSULabcpp	0.08985564563970734
TSULtex	0
TTDCAtexi	0
TTDCEAtexi	0
TTRCYCtex	0
TTRCYCtpp	0.012671207793159013
TUNGSabcpp	0.0866350409455914
TUNGStex	0
TYMtex	0
TYRL	0.14539990753582988
TYROXDApp	0.09523809523809523
TYRPpp	0.0380952380952381
TYRPtex	0
TYRTA	0.11578947368421053
TYRTRS	0.2948717948717949
TYRt2rpp	0.024370766488413548
TYRtex	0
ThDPAT	0.050476011356206954
U23GAAT	0.038247893423716046
UAAGDS	0.06694975230007078
UACGALPpp	0.0030955396088363585
UACGAMPpp	0.0030955396088363585
UACGAMtex	0
UACMAMO	0.10101100340971694
UAG2E	1.0
UAGAAT	0
UAGCVT	0.1
UAGDP	0.021274530199015325
UAGPT3	0.03451450753993928
UAMAGS	0.061072635831478275
UAMAS	0.0705711961589588
UAPGR	0.02140366612088535
UDCPDP	0.08766115141708858
UDCPDPS	0.5
UDCPDPpp	0.07191435215655302
UDCPPtppi	0
UDPACGALtex	0
UDPG4E	0
UDPGALM	0
UDPGALPpp	0.003142441724121758
UDPGALtex	0
UDPGD	0.09831574219627218
UDPGDC	0.2227743271221532
UDPGLCURtex	0
UDPGPpp	0.003142441724121758
UDPGtex	0
UDPKAAT	0.04054054054054054
UGLCURPpp	0.003142441724121758
UGLT	0.2
UGLYCH	0.14901589192408696
UGMDDS	0.07273457906369299
UHGADA	0.06243662175865566
ULA4NFT	0.042301558091031775
ULA4Ntppi	0
UM3PL	0.06209685572742898
UM4PCP	0.08802164933770118
UM4PL	0.056185262815164526
UMPK	0.2867647058823529
UMPtex	0
UPLA4FNF	0.06260504201680672
UPLA4FNT	0.19047619047619047
UPP3MT	0.029428838242346232
UPP3S	0.05441856078468358
UPPDC1	0.024860716913697047
UPPRT	0.10989010989010989
URACPAH	0.07950389816529466
URAt2pp	0.012685856588295612
URAt2rpp	0.012685856588295612
URAtex	0
URDGLYCD	0.05010428168322905
UREAtex	0
UREAtpp	0
URIC	0.13114754098360656
URIH	0.10234159779614325
URIK2	0.04281084768889647
URIt2pp	0.0170463505899557
URIt2rpp	0.0170463505899557
URItex	0
USHD	0.0882455900035006
VALTA	0.11594202898550725
VALTRS	0.2571428571428571
VALabcpp	0.0950433608557927
VALt2rpp	0.020597307503819655
VALtex	0
VPAMTr	0.27705627705627706
WCOS	0.05078364726431572
X5PL3E	0.3333333333333333
XAND	0.10758359437604721
XANt2pp	0.016667880818824216
XANtex	0
XANtpp	0
XMPtex	0
XPPT	0.14102564102564102
XTSNH	0.09856145848169777
XTSNt2rpp	0.013056835637480798
XTSNtex	0
XYLI1	0
XYLI2	0.11764705882352941
XYLK	0.03444976076555024
XYLK2	0.0412464728254202
XYLUt2pp	0.016743572841133817
XYLUtex	0
XYLabcpp	0.08619075868433194
XYLt2pp	0.012671207793159013
XYLtex	0
ZN2abcpp	0.09130578076593501
ZN2t3pp	0.016743572841133817
ZN2tpp	0
ZNabcpp	0.10359869138495092
Zn2tex	0
